,OBJECTID,NAME,NAME_AR,STOP_NUMBER,longitude,latitude
841,278516,37th St  / Nahil Park,شارع 37 / حديقة ناهل,31060,55.50952888900002,24.516386109999985
842,278517,E45-Farms access Mosque,ش 45-مسجد مدخل المزارع,60446,53.77032388800001,23.358556943999986
843,278518,Police Accommodation,سكن الشرطة,88153,52.632436111000004,24.169508887000006
844,278519,60th St / Masjid Jamla Mohamed Al Muhairbi,شارع 60 / مسجد جاملة محمد المحيربي,40706,54.67019694499999,24.37760305500001
845,278520,St 6 / ADCO,شارع 6 / قاعدة أدكو,11012,54.478156110999976,24.380793055000026
846,278521,1st St  / Al Nabbagh Souq,شارع 1 / سوق النباغ,96545,55.70248194499999,24.29024499899998
847,278522,Stop 23016,موقف 23016,23016,54.68828000000002,24.660356111
848,278523,St 3 / Al Rahba Hospital,شارع 3 / شارع 16,26252,54.69333111200001,24.572294999999997
849,278524,Al Salam St 145 / Al Neyadat Health Center,شارع السلام 145 / مركز النيادات الصحي,90616,55.791076110999995,24.214221943999974
850,278525,St 71 / St 64,قرب الشارع 62,95214,55.63348500000001,24.14376805500001
851,278526,Al Dhwaher Rbt.,دوار الظهوير,65523,53.72233194400002,23.15737999999999
852,278527,24th St   / Al Fardous Mosque,شارع 24 / مسجد الفردوس,34001,55.623008056,24.709921943999973
853,278528,Raisa Bin Khalfan Mosque,مسجد ريسا بنت خلفان,86018,52.80154888800001,23.88187194300002
854,278529,15 St / Alyea Khwaitem Al Rashedi Mosque,شارع 15 / مسجد علياء خويتم الراشدي,11712,54.511916944999996,24.357463054999982
855,278530,St 15 / Stop 22132,شارع 15 \ موقف 22132,22132,54.7346,24.65829888899998
856,278531,Manarat Al Saadiyat,منارة السعديات,1154,54.41947111100001,24.53267888900001
857,278532,Al Dhwaher 6,الظهوير 6,65529,53.735026944000026,23.161941943999977
858,278533,Khalifa Ibn Zayed St 135 / Department of Community Nutrition,شارع خليفة بن زايد 135 / إدارة التغذية المجتمعية,93030,55.66079500000001,24.19707888900001
859,278534,Corniche  Rd / Landmark Tower,شارع الكورنيش (1)   /  برج لاند مارك,135,54.349019999999996,24.484943054999974
860,278535,Saadiyat Beach Club,نادي شاطئ السعديات,1167,54.451101111000014,24.557629999000028
861,278536,Bainuna St / ADNOC HQ,شارع بينونة  (34) /  المقر الرئيسي لشركة أدنوك,3407,54.32497305499999,24.459896110999978
862,278537,Sweihan Slaughter House,مسلخ سويحان,38090,55.36520611100002,24.477556945000003
863,278538,Al Hubab Bin Al Munthir Mosque,مسجد الحباب بن المنذر,23114,54.679055000000005,24.650440000000003
864,278539,St 21 / Souq,شارع 21 / سوق,22296,54.756896944999994,24.670799999999986
865,278540,St 13 / Abu Dhabi Food Control Authority,شارع 13 / جهاز أبوظبي للرقابة الغذائية,757,54.37634805599998,24.490904999999998
866,278541,Sultan Bin Zayed St / ECSSR,شارع سلطان بن زايد / مركز الامارات للدراسات والبحوث الاستراتيجية,435,54.392936943999985,24.455513888999974
867,278542,Al Wathba National Insurance,شركة الوثبة الوطنية للتامين,11518,54.462575000000015,24.351771110000016
868,278543,Bida Al Muthawa,بدع المطاوعة,86297,52.570515,23.78587305399998
869,278544,Emirates College for Advanced Education,كلية الامارات للتطوير التربوي,284,54.495498055999974,24.418951111000013
870,278545,City Mall Stop,محطة مركز السيتي,66100,53.703131111000005,23.660908054999993
871,278546,Al Firdous St / Zayed 1st St,شارع  الفردوس /  شارع زايد الأول,1005,54.37818388900001,24.49862611100002
872,278547,Sahaba Mosque,مسجد الصحابة,66248,53.72827805600002,23.660014999999987
873,278548,St 15 / St 70,شارع 15 / موقف 24130,24130,54.69999805499998,24.612793888
874,278549,Madinat Zayed Hospital,مستشفى مدينة زايد الجديد,66630,53.679293056000006,23.656675000000007
875,278550,Habshan CCC Camp,معسكر  CCC حبشان,66868,53.52292111100002,23.73845305499998
876,278551,Al Ain St 118 / Post Office,شارع العين 118 / مكتب البريد,90520,55.75913694399998,24.218838054999992
877,278552,St 19 / St 26,شارع 19 / شارع 26,40110,54.63159694400002,24.320796943999994
878,278553,Al Falah Dr / Souq Sector 1B,درب الفلاح / سوق,29404,54.72350111100002,24.455303888000003
879,278554,Mussafah Bus Station,محطة حافلات  مصفح,10038,54.53078111100001,24.321119999000018
880,278555,Al Khor St / Qaryat Al Beri Souq,شارع 5 / سوق قرية البري,3521,54.491873054999985,24.409568889000013
881,278556,Baynunah  R/A,دوار بينونة,66706,53.62925388899998,23.654741944000023
882,278557,St 7 / Abu Dhabi Ship Building,شارع 7 / أبوظبي لبناء السفن,11550,54.47224499999999,24.355618056000026
883,278558,Mubarak Bin Mohammed St / Al Khalidiya Mall,شارع مبارك بن محمد / الخالدية مول,2611,54.35319694399999,24.470399999999984
884,278559,Channel St / Al Raha Mall,شارع القناة / الراحة مول,16016,54.57460305500001,24.438244999999995
885,278560,Zayed 1st St / Mubarak Bin Mohammed St,شارع زايد الأول / شارع مبارك بن محمد,717,54.34826694399999,24.473898055999996
886,278561,St 15 / St 40,شارع 15 / شارع 40,24122,54.69364694500001,24.599469999000007
887,278562,St 51 / St 30,شارع 51 / شارع 30,10593,54.53408999999999,24.324468056
888,278563,St 12 / St 9,شارع 12 / شارع 9,26658,54.693190000000016,24.58068111099999
889,278564,2nd St  / Al Yahar North Interchange,الشارع 2 / اليحر الشمالي منطقة تبادل,43000,55.56182694400002,24.22547305500001
890,278565,Al Karamah St / Emirates Hospital,شارع الكرامة / مستشفى الامارات,2414,54.37362194399998,24.457550000000026
891,278566,St 12 / Souq,شارع 12 / سوق,40530,54.71769999999998,24.254003055
892,278567,Local Road / Farms,طريق محلي / مزارع,42092,55.41117694500002,24.207603887999994
893,278568,Al Karamah St / St 21,شارع الكرامة / شارع 21,2435,54.397503889000006,24.434038887999975
894,278569,Hamdan Ibn Mohammed St 127 / Mubarak Mohammad Al Ameri Mosque,شارع حمدان بن محمد 127 / مسجد مبارك محمد العامري,92227,55.67049888899999,24.23029999900001
895,278570,Mubarak Bin Mohammed St / Alliance Francaise,شارع مبارك بن محمد / الرابطة الثقافية الفرنسية,2607,54.351765,24.471916110999985
896,278571,Yas Mall West,ياس مول غرب,19340,54.606393889,24.489866944000028
897,278572,St 7 / St 10,شارع 7 / شارع 12,11546,54.472208889,24.36537694399999
898,278573,Zayed Ibn Sultan St 137 / Hilton Roundabout,شارع زايد بن سلطان 137 / دوار هيلتون,94310,55.783436944000016,24.203166943999975
899,278574,Hazza Bin Sultan St 138 / Neima 2 Playground,شارع هزاع بن سلطان 138 / ملعب نعمة 2,94920,55.715205000000026,24.11416194399999
900,278575,Bani Yas St 117 / Khabab Ibn Al Hareth Mosque,شارع بني ياس 117 / مسجد خباب إبن الحارث,91213,55.77454,24.274696111000026
901,278576,FLIXER Plant Accommodation,سكن مصنع فلكسر,77135,53.424826111000016,24.106464999000025
902,278577,Khalifa Bin Zayed St / Fatima Bint Mubarak St,شارع خليفة بن زايد / شارع فاطمة بنت مبارك,309,54.365428054999995,24.49479805499999
903,278578,St 5 / Stop 16061,موقف 16061,16061,54.599940000000004,24.440806943999974
904,278579,St 1 /St 35,قرب الشارع 32,95224,55.65922611100001,24.152933055000005
905,278580,St 16 / St 15,شارع 16 / شارع 15,11200,54.51370305500001,24.34639611
906,278581,Emirates St 113 / Al Khalif Kindergarten,شارع الإمارات 113 / روضة الخليف,91109,55.79663499999998,24.314101945000004
907,278582,Stop 26654,موقف 26654,26654,54.68370805500001,24.581643054999972
908,278583,St 13 / St 12,شارع 13 / شارع 12,22202,54.715876111,24.629128056000013
909,278584,Khalifa Ibn Zayed St 135 / Maqam Police Station East,شارع خليفة بن زايد 135 / مركز شرطة المقام شرق,93034,55.668706945,24.20003194399999
910,278585,St 49 / Souq,شارع 49 / سوق,25230,54.65137611099999,24.588901943999986
911,278586,St 15 / St 30,شارع  15 \ شارع 30,16150,54.559896111,24.41142111099998
912,278587,St 33 / St 78,شارع 33 / شارع 78,16193,54.59349611099998,24.40960305499999
913,278588,Al Nawkhadhah St / Al Jalbout St,شارع النوخذة / شارع الجالبوت,28120,54.667100000000005,24.53170194400002
914,278589,St 25 / Raja'a Bin Haywa Mosque,شارع 25 / مسجد رجاء بن حيوة,22432,54.77154611100002,24.671433055000023
915,278590,St 17 / Veterinary Hospital,شارع 17 / المستشفى البيطري,40961,54.65333694399999,24.275223889000017
916,278591,Shakhboot Ibn Sultan St 131 / Imam Bukhari Mosque,شارع شخبوط بن سلطان  131  / مسجد الإمام البخاري,92605,55.708941944,24.226101944999982
917,278592,Farm,مزرعة,55010,55.464225,23.897913888999994
918,278593,St 16 / St 22,شارع 16 / شارع 22,26588,54.691298055999994,24.55279611100002
919,278594,Al Ain Dubai St   / Al Ain Pastures and Dairy Farm,شارع العين دبي / مزرعة مراعي العين للالبان,36097,55.79111111100002,24.418871110999987
920,278595,Al Firdous St / Al Diar Dana Hotel,شارع  الفردوس /  فندق  دانة  الديار,1007,54.380253889000016,24.49616500000002
921,278596,E90-Shah Plant R/A,E90 -دوار مصنع  شاه,60822,54.221056944,22.984983888999977
922,278597,St 3 / Cooperative Society,شارع 3 / الجمعية التعاونية,3533,54.505346110999994,24.407069999999976
923,278598,Al Maqtaa Village,قرية المقطع,482,54.453959999999995,24.433276110999998
924,278599,Mirfa Souq,المرفأ السوق,77205,53.49135388799999,24.093264999999974
925,278600,Zayed Bin Sultan St  / Mezyad School,شارع زايد بن سلطان / مدرسة مزيد,46109,55.841873889,24.053366110000013
926,278601,Al Huiteen E90 / Farm,ش 90/ مزارع هويتن,60862,53.933263055,23.113896110999974
927,278602,St 16 / St 11,شارع 16 / شارع 11,11192,54.49734000000001,24.345746943999984
928,278603,Shah Plant DODSAL Camp,مصنع شاه سكن دودسال,65815,54.15646111199999,22.96383305500001
929,278604,Zayed 1st St / ADCB,شارع زايد الأول /  بنك أبوظبي التجاري,745,54.37353694500001,24.493433055000025
930,278605,Hamdan St / New York University,شارع حمدان / جامعة نيويورك,509,54.35532805600002,24.484306944000025
931,278606,St 13 / St 10,شارع 10 \شارع 13,26629,54.69083999999998,24.563383054999974
932,278607,St 16 / St 9,شارع 16/شارع 9,11186,54.481451944000014,24.34481888800002
933,278608,Al Mina Street / Corniche Hospital,شارع الميناء / مستشفى الكورنيش,322,54.37248499999998,24.500764999000012
934,278609,Al Dhwaher Farms 4,مزارع الظهوير 4,65519,53.709961110999984,23.145336944000007
935,278610,Shk Rashid Bin Saeed St / Al Jazeera Sports Club,شارع الشيخ راشد بن سعيد /  نادي الجزيرة الرياضي,245,54.38879194499998,24.450684998999975
936,278611,Sultan Bin Zayed St / Abu Dhabi Bus Station,شارع سلطان بن زايد / محطة حافلات أبوظبي,421,54.37754388899998,24.471024999000008
937,278612,Nhayyan Al Awwal St 153 / Near St 16,شارع نهيان الأول 153 / قرب شارع 16,95424,55.70402694500001,24.160523055
938,278613,Sheikh Zayed Mosque,مسجد الشيخ زايد,86016,52.799648889000025,23.886694997999996
939,278614,St 3 / ADIB,شارع  3/ مصرف ابوظبي الاسلامي,40016,54.61053611099999,24.316961111000012
940,278615,24th St   / Al Taqwa Mosque,شارع 24 / مسجد التقوى,94212,55.75637499999999,24.196183888999997
941,278616,Shk Rashid Bin Saeed St / Al Nahda National School,شارع الشيخ راشد بن سعيد / مدرسة النهضة الوطنية,253,54.40059305599999,24.438978055000007
942,278617,Hamdan Ibn Zayed Al Awwal St / Ain Al Khaleej Hospital,شارع حمدان بن زايد الأول / العين مستشفى الخليج,91401,55.72349000000003,24.247715000000028
943,278618,Sultan Bin Zayed St / Madinat Zayed Shopping Centre,شارع سلطان بن زايد / مركز مدينة زايد للتسوق,405,54.365866111,24.485223055999995
944,278619,Police Station farms,مركز شرطة المزارع,60912,53.75472500000001,23.12644694400001
945,278620,St 40 / St 17,شارع 40 / شارع 17,15518,54.625158054999986,24.348464998999987
946,278621,Hazza Bin Sultan St 138 / Water Pumping Station Al Dahmaa,شارع هزاع بن سلطان 138 / محطة ضخ المياه الدهماء,92303,55.673045,24.251258054999994
947,278622,Al Ain  Nahel St E95  / Gate No. 10-10,شارع العين ناهل إ95 / بوابة رقم 10-10,31001,55.56701611099999,24.510268054999983
948,278623,Al Rahman Mosque,مسجد الرماح,40677,54.662395000000004,24.226801943999988
949,278624,St 16 / Halima Al Sa'adeya School,شارع 16 / مدرسة حليمة السعدية,26586,54.689101944000015,24.551901944000008
950,278625,Powerhouse Accommodation,سكن-محطة الطاقة-لكهرباء,66900,53.74625805599999,23.56997805499998
951,278626,Al Wathba ADNOC,أدنوك الوثبة,40675,54.656703056000026,24.22717388799998
952,278627,Al Bahya Central Mosque,مسجد مركز الباهية,25148,54.645825,24.573159999999973
953,278628,Al Dhwaher Farms 2,مزارع الظهوير 2,65525,53.726796111,23.158788888000004
954,278629,Tarif E11-Faisal Restuarent,مطعم فيصل E11 طريف,76138,53.774458055000025,24.013453889000004
955,278630,Sh. Zayed Bin Sultan St / Deer Roundabout,شارع الشيخ زايد بن سلطان / دوار الغزلان,90404,55.740596111,24.220613055
956,278631,SEHA-Prevention S Center,غياثي-مركز الطب الوقائي,80457,52.81046694499997,23.827221942999984
957,278632,Nhayyan Al Awwal St 153 / Zakhir Police Station,شارع نهيان الأول 153 / مركز شرطة زاخر,95410,55.68443500000001,24.135101110999983
958,278633,7 St / Critical National Infrastructure Authority,شارع 7 /  جهاز حماية المنشآت والمرافق الحيوية,3121,54.44113694499998,24.438093888000026
959,278634,St 7 / St 32,شارع 7 / شارع 32,22360,54.75709888900002,24.65919999900001
960,278635,Arrada Rd. Al Humaidy,طريق عرادة -الحميدي,60960,53.54576500000002,23.054593888
961,278636,Al Ittihad St 119 / Emirates National Schools East,شارع الإتحاد 119 / مدارس الإمارات الوطنية شرق,92011,55.69412,24.259153889000004
962,278637,Stop 29306,موقف 29306,29306,54.71855499999998,24.448323055000003
963,278638,Zayed Ibn Sultan St 137 / Al Madena Petrol Station,شارع زايد بن سلطان 137 / محطة وقود المدينة,90414,55.76014888899999,24.221208889000025
